MacAdress,ProcessDate,Temperature,Longitude,Latitude,accuracy,UserId,Id
00:1B:10:18:4C:36,2020-05-02 08:58:09.833,35.68000030517578,28.8999313,41.026096,22.129,30,2086
00:1B:10:18:4C:36,2020-05-02 08:58:19.837,35.68000030517578,28.8999313,41.026096,22.129,30,2088
00:1B:10:18:4C:36,2020-05-02 08:58:29.840,35.70000076293945,28.8999313,41.026096,22.129,30,2089
00:1B:10:18:4C:36,2020-05-02 08:58:39.847,35.68000030517578,28.8999823,41.0260093,27.962,30,2090
00:1B:10:18:4C:36,2020-05-02 08:58:49.850,35.70000076293945,28.8999823,41.0260093,27.962,30,2091
00:1B:10:18:4C:36,2020-05-02 08:58:59.853,35.709999084472656,28.8999823,41.0260093,27.962,30,2092
00:1B:10:18:4C:36,2020-05-02 08:59:09.857,35.70000076293945,28.8999823,41.0260093,27.962,30,2093
00:1B:10:18:4C:36,2020-05-02 08:59:19.860,35.709999084472656,28.8999823,41.0260093,27.962,30,2094
00:1B:10:18:4C:36,2020-05-02 08:59:29.863,35.709999084472656,28.8999823,41.0260093,27.962,30,2095
00:1B:10:18:4C:36,2020-05-02 08:59:39.867,35.720001220703125,28.8999823,41.0260093,27.962,30,2096
00:1B:10:18:30:29,2020-05-02 08:59:45.773,35.0,29.0456574,41.1311581,20.585,28,2097
00:1B:10:18:4C:36,2020-05-02 08:59:49.870,35.720001220703125,28.8999556,41.0261027,24.301,30,2098
00:1B:10:18:43:B5,2020-05-02 08:59:57.977,35.0,29.0337381,41.1037345,16.609,29,2100
00:1B:10:18:4C:36,2020-05-02 08:59:59.873,35.720001220703125,28.8999556,41.0261027,24.301,30,2101
00:1B:10:18:4C:36,2020-05-02 09:00:09.877,35.72999954223633,28.8999556,41.0261027,24.301,30,2102
00:1B:10:18:4C:36,2020-05-02 09:00:19.880,35.720001220703125,28.8999556,41.0261027,24.301,30,2103
00:1B:10:18:4C:36,2020-05-02 09:00:29.883,35.72999954223633,28.8999556,41.0261027,24.301,30,2104
00:1B:10:18:4C:36,2020-05-02 09:00:39.890,35.7400016784668,28.8999556,41.0261027,24.301,30,2105
00:1B:10:18:4C:36,2020-05-02 09:00:49.893,35.75,28.8999556,41.0261027,24.301,30,2106
00:1B:10:18:4C:36,2020-05-02 09:00:59.897,35.7599983215332,28.8999556,41.0261027,24.301,30,2107
00:1B:10:18:4C:36,2020-05-02 09:01:09.900,35.75,28.8999556,41.0261027,24.301,30,2108
00:1B:10:18:4C:36,2020-05-02 09:01:19.907,35.779998779296875,28.8999556,41.0261027,24.301,30,2109
00:1B:10:18:4C:36,2020-05-02 09:01:29.910,35.7599983215332,28.8999556,41.0261027,24.301,30,2110
00:1B:10:18:4C:36,2020-05-02 09:01:39.913,35.7400016784668,28.8999556,41.0261027,24.301,30,2111
00:1B:10:18:4C:36,2020-05-02 09:01:49.917,35.7400016784668,28.8999556,41.0261027,24.301,30,2112
00:1B:10:18:4C:36,2020-05-02 09:01:59.920,35.720001220703125,28.8999556,41.0261027,24.301,30,2113
00:1B:10:18:4C:36,2020-05-02 09:02:09.927,35.720001220703125,28.8999556,41.0261027,24.301,30,2114
00:1B:10:18:4C:36,2020-05-02 09:02:19.930,35.70000076293945,28.8999556,41.0261027,24.301,30,2115
00:1B:10:18:4C:36,2020-05-02 09:02:29.933,35.709999084472656,28.8999354,41.0260998,22.462,30,2116
00:1B:10:18:4C:36,2020-05-02 09:02:39.937,35.70000076293945,28.8999354,41.0260998,22.462,30,2117
00:1B:10:18:1A:AE,2020-05-02 09:02:41.657,35.0,28.9869475,41.0297044,96.0,20,2118
00:1B:10:18:4C:36,2020-05-02 09:02:49.940,35.68000030517578,28.8999354,41.0260998,22.462,30,2119
00:1B:10:18:4C:36,2020-05-02 09:02:59.947,35.66999816894531,28.8999354,41.0260998,22.462,30,2120
00:1B:10:18:4C:36,2020-05-02 09:03:09.947,35.650001525878906,28.8999354,41.0260998,22.462,30,2121
00:1B:10:18:4C:36,2020-05-02 09:03:19.953,35.65999984741211,28.8999354,41.0260998,22.462,30,2122
00:1B:10:18:4C:36,2020-05-02 09:03:29.957,35.65999984741211,28.8999177,41.026105,22.64,30,2123
00:1B:10:18:4C:36,2020-05-02 09:03:39.957,35.63999938964844,28.8999177,41.026105,22.64,30,2124
00:1B:10:18:4C:36,2020-05-02 09:03:49.963,35.63999938964844,28.8999177,41.026105,22.64,30,2125
00:1B:10:18:4C:36,2020-05-02 09:03:59.967,35.630001068115234,28.8999177,41.026105,22.64,30,2126
00:1B:10:18:4C:36,2020-05-02 09:04:09.970,35.61000061035156,28.8999177,41.026105,22.64,30,2127
00:1B:10:18:33:47,2020-05-02 09:04:16.217,36.0,29.2013996,41.0123832,29.02,34,2128
00:1B:10:18:4C:36,2020-05-02 09:04:19.973,35.61000061035156,28.8999177,41.026105,22.64,30,2129
00:1B:10:18:4C:36,2020-05-02 09:04:29.977,35.599998474121094,28.8999177,41.026105,22.64,30,2130
00:1B:10:18:4C:36,2020-05-02 09:04:39.980,35.599998474121094,28.8999177,41.026105,22.64,30,2131
00:1B:10:18:4C:36,2020-05-02 09:04:49.983,35.59000015258789,28.8999337,41.0261008,23.159,30,2132
00:1B:10:18:4C:36,2020-05-02 09:04:59.987,35.599998474121094,28.8999337,41.0261008,23.159,30,2133
00:1B:10:18:4C:36,2020-05-02 09:05:09.990,35.59000015258789,28.8999337,41.0261008,23.159,30,2134
00:1B:10:18:4C:36,2020-05-02 09:05:19.993,35.59000015258789,28.8999337,41.0261008,23.159,30,2135
00:1B:10:18:4C:36,2020-05-02 09:05:29.997,35.56999969482422,28.8999337,41.0261008,23.159,30,2136
00:1B:10:18:4C:36,2020-05-02 09:05:40.000,35.56999969482422,28.8999337,41.0261008,23.159,30,2137
00:1B:10:18:4C:36,2020-05-02 09:05:50.007,35.560001373291016,28.9001225,41.0257964,35.288,30,2138
00:1B:10:18:4C:36,2020-05-02 09:06:00.010,35.54999923706055,28.9001225,41.0257964,35.288,30,2139
00:1B:10:18:4C:36,2020-05-02 09:06:10.013,35.560001373291016,28.9001225,41.0257964,35.288,30,2140
00:1B:10:18:4C:36,2020-05-02 09:06:20.017,35.540000915527344,28.9001225,41.0257964,35.288,30,2141
00:1B:10:18:4C:36,2020-05-02 09:06:30.020,35.540000915527344,28.9001225,41.0257964,35.288,30,2142
00:1B:10:18:4C:36,2020-05-02 09:06:40.023,35.529998779296875,28.9001225,41.0257964,35.288,30,2143
00:1B:10:18:4C:36,2020-05-02 09:06:50.027,35.529998779296875,28.9001225,41.0257964,35.288,30,2144
00:1B:10:18:4C:36,2020-05-02 09:07:00.030,35.540000915527344,28.9001225,41.0257964,35.288,30,2145
00:1B:10:18:4C:36,2020-05-02 09:07:10.033,35.540000915527344,28.9000307,41.0258478,19.291,30,2146
00:1B:10:18:4C:36,2020-05-02 09:07:20.037,35.540000915527344,28.9000307,41.0258478,19.291,30,2147
00:1B:10:18:4C:36,2020-05-02 09:07:30.040,35.540000915527344,28.9000307,41.0258478,19.291,30,2148
00:1B:10:18:4C:36,2020-05-02 09:07:40.043,35.54999923706055,28.9000307,41.0258478,19.291,30,2149
00:1B:10:18:4C:36,2020-05-02 09:07:50.047,35.560001373291016,28.9000307,41.0258478,19.291,30,2150
00:1B:10:18:4C:36,2020-05-02 09:08:00.050,35.54999923706055,28.9000307,41.0258478,19.291,30,2151
00:1B:10:18:4C:36,2020-05-02 09:08:10.053,35.54999923706055,28.9000611,41.0259339,28.069,30,2152
00:1B:10:18:4C:36,2020-05-02 09:08:20.057,35.540000915527344,28.9000611,41.0259339,28.069,30,2154
00:1B:10:18:4C:36,2020-05-02 09:08:30.060,35.52000045776367,28.9000611,41.0259339,28.069,30,2155
00:1B:10:18:4C:36,2020-05-02 09:08:40.067,35.5099983215332,28.9000611,41.0259339,28.069,30,2156
00:1B:10:18:4C:36,2020-05-02 09:08:50.070,35.52000045776367,28.9000611,41.0259339,28.069,30,2157
00:1B:10:18:4C:36,2020-05-02 09:09:00.073,35.77000045776367,28.9000611,41.0259339,28.069,30,2158
00:1B:10:18:4C:36,2020-05-02 09:09:10.077,35.5,28.9000611,41.0259339,28.069,30,2159
00:1B:10:18:4C:36,2020-05-02 09:09:20.080,35.52000045776367,28.9000611,41.0259339,28.069,30,2160
00:1B:10:18:4C:36,2020-05-02 09:09:30.087,35.5099983215332,28.9000611,41.0259339,28.069,30,2161
00:1B:10:18:4C:36,2020-05-02 09:09:40.087,35.5,28.9000611,41.0259339,28.069,30,2162
00:1B:10:18:30:29,2020-05-02 09:09:45.787,35.0,29.0457726,41.1312128,26.84,28,2163
00:1B:10:18:4C:36,2020-05-02 09:09:50.090,35.52000045776367,28.9000611,41.0259339,28.069,30,2164
00:1B:10:18:43:B5,2020-05-02 09:09:57.933,35.0,29.0337381,41.1037345,16.609,29,2166
00:1B:10:18:4C:36,2020-05-02 09:10:00.097,35.5099983215332,28.9000611,41.0259339,28.069,30,2167
00:1B:10:18:4C:36,2020-05-02 09:10:10.097,35.5099983215332,28.9000611,41.0259339,28.069,30,2168
00:1B:10:18:4C:36,2020-05-02 09:10:20.103,35.5099983215332,28.9000611,41.0259339,28.069,30,2169
00:1B:10:18:4C:36,2020-05-02 09:10:30.107,35.52000045776367,28.8999385,41.0260693,20.651,30,2170
00:1B:10:18:4C:36,2020-05-02 09:10:40.110,35.5099983215332,28.8999385,41.0260693,20.651,30,2171
00:1B:10:18:4C:36,2020-05-02 09:10:50.113,35.5099983215332,28.8999385,41.0260693,20.651,30,2172
00:1B:10:18:4C:36,2020-05-02 09:11:00.117,35.790000915527344,28.8999385,41.0260693,20.651,30,2173
00:1B:10:18:4C:36,2020-05-02 09:11:10.120,35.790000915527344,28.8999385,41.0260693,20.651,30,2174
00:1B:10:18:4C:36,2020-05-02 09:11:20.123,35.5099983215332,28.8999385,41.0260693,20.651,30,2175
00:1B:10:18:4C:36,2020-05-02 09:11:30.130,35.5,28.8999385,41.0260693,20.651,30,2176
00:1B:10:18:4C:36,2020-05-02 09:11:40.133,35.5,28.8999385,41.0260693,20.651,30,2177
00:1B:10:18:4C:36,2020-05-02 09:11:50.137,35.52000045776367,28.8999385,41.0260693,20.651,30,2178
00:1B:10:18:4C:36,2020-05-02 09:12:00.140,35.77000045776367,28.8999385,41.0260693,20.651,30,2179
00:1B:10:18:4C:36,2020-05-02 09:12:10.143,35.5099983215332,28.8999385,41.0260693,20.651,30,2180
00:1B:10:18:4C:36,2020-05-02 09:12:20.147,35.5099983215332,28.8999385,41.0260693,20.651,30,2181
00:1B:10:18:4C:36,2020-05-02 09:12:30.150,35.5099983215332,28.8999385,41.0260693,20.651,30,2182
00:1B:10:18:4C:36,2020-05-02 09:12:40.153,35.5099983215332,28.8999385,41.0260693,20.651,30,2183
00:1B:10:18:4C:36,2020-05-02 09:12:50.157,35.5099983215332,28.8999385,41.0260693,20.651,30,2184
00:1B:10:18:4C:36,2020-05-02 09:13:00.160,35.5099983215332,28.8999385,41.0260693,20.651,30,2185
00:1B:10:18:4C:36,2020-05-02 09:13:10.163,35.5099983215332,28.8999385,41.0260693,20.651,30,2186
00:1B:10:18:4C:36,2020-05-02 09:13:20.167,35.790000915527344,28.8999385,41.0260693,20.651,30,2187
00:1B:10:18:4C:36,2020-05-02 09:13:30.170,35.5099983215332,28.8999357,41.0261017,23.601,30,2188
00:1B:10:18:4C:36,2020-05-02 09:13:40.173,35.7599983215332,28.8999357,41.0261017,23.601,30,2189
00:1B:10:18:1A:AE,2020-05-02 09:12:41.677,35.0,28.9868606,41.029606,73.0,20,2190
00:1B:10:18:4C:36,2020-05-02 09:13:50.177,35.790000915527344,28.8999357,41.0261017,23.601,30,2191
00:1B:10:18:4C:36,2020-05-02 09:14:00.183,35.5099983215332,28.8999357,41.0261017,23.601,30,2192
00:1B:10:18:4C:36,2020-05-02 09:14:10.187,35.77000045776367,28.8999357,41.0261017,23.601,30,2193
00:1B:10:18:33:47,2020-05-02 09:14:16.040,36.0,29.2013996,41.0123832,29.02,34,2194
00:1B:10:18:4C:36,2020-05-02 09:14:20.187,35.7400016784668,28.8999357,41.0261017,23.601,30,2195
00:1B:10:18:4C:36,2020-05-02 09:14:30.190,35.77000045776367,28.8999357,41.0261017,23.601,30,2196
00:1B:10:18:4C:36,2020-05-02 09:14:40.193,35.7400016784668,28.8999357,41.0261017,23.601,30,2197
00:1B:10:18:4C:36,2020-05-02 09:14:50.197,35.5,28.8999357,41.0261017,23.601,30,2198
00:1B:10:18:4C:36,2020-05-02 09:15:00.200,35.77000045776367,28.8999797,41.0260186,27.803,30,2199
00:1B:10:18:4C:36,2020-05-02 09:15:10.203,35.7400016784668,28.8999797,41.0260186,27.803,30,2200
00:1B:10:18:4C:36,2020-05-02 09:15:20.207,35.5,28.8999797,41.0260186,27.803,30,2201
00:1B:10:18:4C:36,2020-05-02 09:15:30.210,35.5099983215332,28.8999797,41.0260186,27.803,30,2202
00:1B:10:18:4C:36,2020-05-02 09:15:40.213,35.54999923706055,28.8999797,41.0260186,27.803,30,2203
00:1B:10:18:4C:36,2020-05-02 09:15:50.217,35.58000183105469,28.8999797,41.0260186,27.803,30,2204
00:1B:10:18:4C:36,2020-05-02 09:16:00.217,35.61000061035156,28.8999797,41.0260186,27.803,30,2205
00:1B:10:18:4C:36,2020-05-02 09:16:10.220,35.619998931884766,28.8999797,41.0260186,27.803,30,2206
00:1B:10:18:4C:36,2020-05-02 09:16:20.223,35.650001525878906,28.8999797,41.0260186,27.803,30,2207
00:1B:10:18:4C:36,2020-05-02 09:16:30.227,35.66999816894531,28.8999797,41.0260186,27.803,30,2208
00:1B:10:18:4C:36,2020-05-02 09:16:40.233,35.66999816894531,28.8999797,41.0260186,27.803,30,2209
00:1B:10:18:4C:36,2020-05-02 09:16:50.237,35.70000076293945,28.8999797,41.0260186,27.803,30,2210
00:1B:10:18:4C:36,2020-05-02 09:17:00.240,35.72999954223633,28.8999797,41.0260186,27.803,30,2211
00:1B:10:18:4C:36,2020-05-02 09:17:10.243,35.72999954223633,28.8999797,41.0260186,27.803,30,2212
00:1B:10:18:4C:36,2020-05-02 09:17:20.247,35.72999954223633,28.8999785,41.0260655,24.474,30,2213
00:1B:10:18:4C:36,2020-05-02 09:17:30.250,35.7400016784668,28.8999785,41.0260655,24.474,30,2214
00:1B:10:18:4C:36,2020-05-02 09:17:40.253,35.7599983215332,28.8999785,41.0260655,24.474,30,2215
00:1B:10:18:4C:36,2020-05-02 09:17:50.257,35.7599983215332,28.8999785,41.0260655,24.474,30,2216
00:1B:10:18:4C:36,2020-05-02 09:18:00.263,35.790000915527344,28.8999785,41.0260655,24.474,30,2217
00:1B:10:18:4C:36,2020-05-02 09:18:10.267,35.790000915527344,28.8999785,41.0260655,24.474,30,2218
00:1B:10:18:4C:36,2020-05-02 09:18:20.270,35.79999923706055,28.8999785,41.0260655,24.474,30,2220
00:1B:10:18:4C:36,2020-05-02 09:18:30.273,35.81999969482422,28.8999785,41.0260655,24.474,30,2221
00:1B:10:18:4C:36,2020-05-02 09:18:40.277,35.81999969482422,28.8999785,41.0260655,24.474,30,2222
00:1B:10:18:4C:36,2020-05-02 09:18:50.280,35.83000183105469,28.8999785,41.0260655,24.474,30,2223
00:1B:10:18:4C:36,2020-05-02 09:19:00.287,35.84000015258789,28.8999785,41.0260655,24.474,30,2224
00:1B:10:18:4C:36,2020-05-02 09:19:10.290,35.849998474121094,28.8999785,41.0260655,24.474,30,2225
00:1B:10:18:4C:36,2020-05-02 09:19:20.293,35.86000061035156,28.8999785,41.0260655,24.474,30,2226
00:1B:10:18:4C:36,2020-05-02 09:19:30.297,35.880001068115234,28.8999785,41.0260655,24.474,30,2227
00:1B:10:18:4C:36,2020-05-02 09:19:40.300,35.869998931884766,28.8999785,41.0260655,24.474,30,2228
00:1B:10:18:50:2F,2020-05-02 09:19:39.483,36.0,28.7617977,41.0473043,13.986,26,2229
00:1B:10:18:30:29,2020-05-02 09:19:45.823,35.0,29.0458969,41.1312858,17.994,28,2230
00:1B:10:18:4C:36,2020-05-02 09:19:50.303,35.88999938964844,28.8999785,41.0260655,24.474,30,2231
00:1B:10:18:43:B5,2020-05-02 09:18:09.813,36.0,29.0337381,41.1037345,16.609,29,2233
00:1B:10:18:4C:36,2020-05-02 09:20:00.307,35.880001068115234,28.8999785,41.0260655,24.474,30,2234
00:1B:10:18:4C:36,2020-05-02 09:20:10.307,35.88999938964844,28.8999785,41.0260655,24.474,30,2235
00:1B:10:18:4C:36,2020-05-02 09:20:20.310,35.900001525878906,28.8999487,41.0260684,23.838,30,2236
00:1B:10:18:4C:36,2020-05-02 09:20:30.313,35.90999984741211,28.8999487,41.0260684,23.838,30,2237
00:1B:10:18:4C:36,2020-05-02 09:20:40.313,35.91999816894531,28.8999487,41.0260684,23.838,30,2238
00:1B:10:18:4C:36,2020-05-02 09:20:50.317,35.900001525878906,28.8999487,41.0260684,23.838,30,2239
00:1B:10:18:4C:36,2020-05-02 09:21:00.320,35.93000030517578,28.8999487,41.0260684,23.838,30,2240
00:1B:10:18:4C:36,2020-05-02 09:21:10.320,35.91999816894531,28.8999487,41.0260684,23.838,30,2241
00:1B:10:18:4C:36,2020-05-02 09:21:20.323,35.93000030517578,28.8999487,41.0260684,23.838,30,2242
00:1B:10:18:4C:36,2020-05-02 09:21:30.327,35.93000030517578,28.8999487,41.0260684,23.838,30,2243
00:1B:10:18:4C:36,2020-05-02 09:21:40.330,35.95000076293945,28.8999487,41.0260684,23.838,30,2244
00:1B:10:18:4C:36,2020-05-02 09:21:50.333,35.95000076293945,28.8999487,41.0260684,23.838,30,2245
00:1B:10:18:4C:36,2020-05-02 09:22:00.337,35.95000076293945,28.8999479,41.0260878,28.546,30,2246
00:1B:10:18:4C:36,2020-05-02 09:22:10.340,35.95000076293945,28.8999479,41.0260878,28.546,30,2247
00:1B:10:18:4C:36,2020-05-02 09:22:20.343,35.959999084472656,28.8999479,41.0260878,28.546,30,2248
00:1B:10:18:4C:36,2020-05-02 09:22:30.347,35.95000076293945,28.8999479,41.0260878,28.546,30,2249
00:1B:10:18:4C:36,2020-05-02 09:22:40.350,35.970001220703125,28.8999479,41.0260878,28.546,30,2250
00:1B:10:18:4C:36,2020-05-02 09:22:50.353,35.97999954223633,28.8999479,41.0260878,28.546,30,2251
00:1B:10:18:4C:36,2020-05-02 09:23:00.357,35.97999954223633,28.8999479,41.0260878,28.546,30,2252
00:1B:10:18:4C:36,2020-05-02 09:23:10.360,35.97999954223633,28.8999479,41.0260878,28.546,30,2253
00:1B:10:18:4C:36,2020-05-02 09:23:20.363,35.97999954223633,28.8999479,41.0260878,28.546,30,2254
00:1B:10:18:4C:36,2020-05-02 09:23:30.367,35.9900016784668,28.8999479,41.0260878,28.546,30,2255
00:1B:10:18:4C:36,2020-05-02 09:23:40.370,35.9900016784668,28.8999479,41.0260878,28.546,30,2256
00:1B:10:18:4C:36,2020-05-02 09:23:50.373,36.0,28.8999479,41.0260878,28.546,30,2257
00:1B:10:18:4C:36,2020-05-02 09:24:00.377,35.9900016784668,28.8999479,41.0260878,28.546,30,2258
00:1B:10:18:4C:36,2020-05-02 09:24:10.380,36.29999923706055,28.8999479,41.0260878,28.546,30,2259
00:1B:10:18:33:47,2020-05-02 09:24:16.053,36.0,29.2013996,41.0123832,29.02,34,2260
00:1B:10:18:4C:36,2020-05-02 09:24:20.383,36.29999923706055,28.9000661,41.0259233,32.656,30,2261
00:1B:10:18:4C:36,2020-05-02 09:24:30.387,36.29999923706055,28.9000661,41.0259233,32.656,30,2262
00:1B:10:18:4C:36,2020-05-02 09:24:40.390,36.310001373291016,28.9000661,41.0259233,32.656,30,2263
00:1B:10:18:4C:36,2020-05-02 09:24:50.393,36.29999923706055,28.9000661,41.0259233,32.656,30,2264
00:1B:10:18:4C:36,2020-05-02 09:25:00.397,36.310001373291016,28.9000661,41.0259233,32.656,30,2265
00:1B:10:18:4C:36,2020-05-02 09:25:10.400,36.310001373291016,28.9000661,41.0259233,32.656,30,2266
00:1B:10:18:4C:36,2020-05-02 09:25:20.403,36.310001373291016,28.9000661,41.0259233,32.656,30,2267
00:1B:10:18:4C:36,2020-05-02 09:25:30.407,36.310001373291016,28.9000661,41.0259233,32.656,30,2268
00:1B:10:18:4C:36,2020-05-02 09:25:40.410,36.310001373291016,28.9000661,41.0259233,32.656,30,2269
00:1B:10:18:4C:36,2020-05-02 09:25:50.417,36.310001373291016,28.9000661,41.0259233,32.656,30,2270
00:1B:10:18:4C:36,2020-05-02 09:26:00.417,36.310001373291016,28.9000661,41.0259233,32.656,30,2271
00:1B:10:18:4C:36,2020-05-02 09:26:10.420,36.310001373291016,28.9000661,41.0259233,32.656,30,2272
00:1B:10:18:4C:36,2020-05-02 09:26:20.423,36.310001373291016,28.9000661,41.0259233,32.656,30,2273
00:1B:10:18:4C:36,2020-05-02 09:26:30.427,36.310001373291016,28.9000661,41.0259233,32.656,30,2274
00:1B:10:18:4C:36,2020-05-02 09:26:40.430,36.31999969482422,28.8999525,41.0260851,23.774,30,2275
00:1B:10:18:4C:36,2020-05-02 09:26:50.437,36.31999969482422,28.8999525,41.0260851,23.774,30,2276
00:1B:10:18:4C:36,2020-05-02 09:27:00.437,36.310001373291016,28.8999525,41.0260851,23.774,30,2277
00:1B:10:18:4C:36,2020-05-02 09:27:10.443,36.31999969482422,28.8999525,41.0260851,23.774,30,2278
00:1B:10:18:4C:36,2020-05-02 09:27:20.447,36.31999969482422,28.8999525,41.0260851,23.774,30,2279
00:1B:10:18:4C:36,2020-05-02 09:27:30.450,36.31999969482422,28.8999525,41.0260851,23.774,30,2280
00:1B:10:18:4C:36,2020-05-02 09:27:40.453,36.31999969482422,28.8999525,41.0260851,23.774,30,2281
00:1B:10:18:4C:36,2020-05-02 09:27:50.457,36.31999969482422,28.8999525,41.0260851,23.774,30,2282
00:1B:10:18:4C:36,2020-05-02 09:28:00.460,36.31999969482422,28.8999525,41.0260851,23.774,30,2283
00:1B:10:18:4C:36,2020-05-02 09:28:10.463,36.31999969482422,28.8999525,41.0260851,23.774,30,2284
00:1B:10:18:4C:36,2020-05-02 09:28:20.467,36.31999969482422,28.8999525,41.0260851,23.774,30,2286
00:1B:10:18:4C:36,2020-05-02 09:28:30.470,36.31999969482422,28.8999525,41.0260851,23.774,30,2287
00:1B:10:18:4C:36,2020-05-02 09:28:40.477,36.31999969482422,28.8999525,41.0260851,23.774,30,2288
00:1B:10:18:4C:36,2020-05-02 09:28:50.480,36.31999969482422,28.8999525,41.0260851,23.774,30,2289
00:1B:10:18:4C:36,2020-05-02 09:29:00.483,36.31999969482422,28.8999525,41.0260851,23.774,30,2290
00:1B:10:18:4C:36,2020-05-02 09:29:10.487,36.31999969482422,28.8999525,41.0260851,23.774,30,2291
00:1B:10:18:4C:36,2020-05-02 09:29:20.490,36.31999969482422,28.8999525,41.0260851,23.774,30,2292
00:1B:10:18:4C:36,2020-05-02 09:29:30.493,36.31999969482422,28.8999525,41.0260851,23.774,30,2293
00:1B:10:18:4C:36,2020-05-02 09:29:40.497,36.31999969482422,28.9000065,41.0259003,18.721,30,2294
00:1B:10:18:50:2F,2020-05-02 09:29:39.290,36.0,28.7615592,41.0479747,48.0,26,2295
00:1B:10:18:30:29,2020-05-02 09:29:45.893,35.0,29.0458093,41.1311946,18.012,28,2296
00:1B:10:18:4C:36,2020-05-02 09:29:50.503,36.31999969482422,28.9000065,41.0259003,18.721,30,2297
00:1B:10:18:43:B5,2020-05-02 09:29:53.350,36.0,29.0337381,41.1037345,16.609,29,2299
00:1B:10:18:4C:36,2020-05-02 09:30:00.507,36.33000183105469,28.9000065,41.0259003,18.721,30,2300
00:1B:10:18:4C:36,2020-05-02 09:30:10.510,36.33000183105469,28.9000065,41.0259003,18.721,30,2301
00:1B:10:18:4C:36,2020-05-02 09:30:20.513,36.33000183105469,28.9000065,41.0259003,18.721,30,2302
00:1B:10:18:4C:36,2020-05-02 09:30:30.517,36.33000183105469,28.9000065,41.0259003,18.721,30,2303
00:1B:10:18:4C:36,2020-05-02 09:30:40.520,36.33000183105469,28.9000065,41.0259003,18.721,30,2304
00:1B:10:18:4C:36,2020-05-02 09:30:50.527,36.33000183105469,28.9000065,41.0259003,18.721,30,2305
00:1B:10:18:4C:36,2020-05-02 09:31:00.527,36.33000183105469,28.9000065,41.0259003,18.721,30,2306
00:1B:10:18:4C:36,2020-05-02 09:31:10.533,36.33000183105469,28.8999532,41.0260503,22.307,30,2307
00:1B:10:18:4C:36,2020-05-02 09:31:20.537,36.33000183105469,28.8999532,41.0260503,22.307,30,2308
00:1B:10:18:4C:36,2020-05-02 09:31:30.540,36.33000183105469,28.8999532,41.0260503,22.307,30,2309
00:1B:10:18:4C:36,2020-05-02 09:31:40.543,36.33000183105469,28.8999532,41.0260503,22.307,30,2310
00:1B:10:18:4C:36,2020-05-02 09:31:50.547,36.33000183105469,28.8999532,41.0260503,22.307,30,2311
00:1B:10:18:4C:36,2020-05-02 09:32:00.550,36.33000183105469,28.8999532,41.0260503,22.307,30,2312
00:1B:10:18:4C:36,2020-05-02 09:32:10.553,36.33000183105469,28.8999532,41.0260503,22.307,30,2313
00:1B:10:18:4C:36,2020-05-02 09:32:20.557,36.34000015258789,28.8999532,41.0260503,22.307,30,2314
00:1B:10:18:4C:36,2020-05-02 09:32:30.557,36.33000183105469,28.8999532,41.0260503,22.307,30,2315
00:1B:10:18:4C:36,2020-05-02 09:32:40.563,36.33000183105469,28.8999532,41.0260503,22.307,30,2316
00:1B:10:18:4C:36,2020-05-02 09:32:50.567,36.33000183105469,28.8999532,41.0260503,22.307,30,2317
00:1B:10:18:4C:36,2020-05-02 09:33:00.570,36.34000015258789,28.8999532,41.0260503,22.307,30,2318
00:1B:10:18:4C:36,2020-05-02 09:33:10.573,36.34000015258789,28.8999532,41.0260503,22.307,30,2319
00:1B:10:18:4C:36,2020-05-02 09:33:20.577,36.34000015258789,28.8999532,41.0260503,22.307,30,2320
00:1B:10:18:4C:36,2020-05-02 09:33:30.580,36.34000015258789,28.8999532,41.0260503,22.307,30,2321
00:1B:10:18:4C:36,2020-05-02 09:33:40.583,36.34000015258789,28.8999177,41.0261052,22.64,30,2322
00:1B:10:18:4C:36,2020-05-02 09:33:50.587,36.34000015258789,28.8999177,41.0261052,22.64,30,2323
00:1B:10:18:4C:36,2020-05-02 09:34:00.590,36.34000015258789,28.8999177,41.0261052,22.64,30,2324
00:1B:10:18:4C:36,2020-05-02 09:34:10.593,36.34000015258789,28.8999177,41.0261052,22.64,30,2325
00:1B:10:18:33:47,2020-05-02 09:34:16.073,36.0,29.2013996,41.0123832,29.02,34,2326
00:1B:10:18:4C:36,2020-05-02 09:34:20.597,36.34000015258789,28.8999177,41.0261052,22.64,30,2327
00:1B:10:18:4C:36,2020-05-02 09:34:30.600,36.34000015258789,28.8999177,41.0261052,22.64,30,2328
00:1B:10:18:4C:36,2020-05-02 09:34:40.603,36.34000015258789,28.8999177,41.0261052,22.64,30,2329
00:1B:10:18:4C:36,2020-05-02 09:34:50.607,36.34000015258789,28.8999177,41.0261052,22.64,30,2330
00:1B:10:18:4C:36,2020-05-02 09:35:00.610,36.34000015258789,28.8999177,41.0261052,22.64,30,2331
00:1B:10:18:4C:36,2020-05-02 09:35:10.613,36.34000015258789,28.8999177,41.0261052,22.64,30,2332
00:1B:10:18:4C:36,2020-05-02 09:35:20.617,36.34000015258789,28.8999177,41.0261052,22.64,30,2333
00:1B:10:18:4C:36,2020-05-02 09:35:30.620,36.34000015258789,28.8999177,41.0261052,22.64,30,2334
00:1B:10:18:4C:36,2020-05-02 09:35:40.623,36.34000015258789,28.8999177,41.0261052,22.64,30,2335
